longitude,latitude,M13_log
-116.04113,35.658653,0.8035443
-116.0521,35.65745,0.85300094
-116.0632,35.65624,0.8391183
-117.03981,35.54548,0.7926205
-116.019775,35.668736,0.8107611
-116.04277,35.66623,0.7926205
-116.05364,35.665047,0.8107611
-116.48896,35.624165,0.7999163
-117.00118,35.564857,0.7926205
-116.06733,35.679024,0.8035443
-116.36803,35.645466,0.796275
-116.39003,35.642982,0.7926205
-116.489914,35.631645,0.8071592
-116.9717,35.57576,0.8035443
-116.38023,35.65173,0.7926205
-116.391235,35.65048,0.796275
-116.381454,35.65922,0.8071592
-116.39247,35.657963,0.7999163
-116.48124,35.647835,0.796275
-116.48239,35.655308,0.796275
-116.48345,35.66278,0.7999163
-116.4942,35.66154,0.7926205
-116.6921,35.63854,0.796275
-116.4953,35.669014,0.8179261
-116.36465,35.691704,0.7999163
-116.496414,35.676476,0.8214895
-116.5183,35.67394,0.7926205
-116.365974,35.699192,0.8035443
-116.37679,35.697945,0.796275
-116.49757,35.683945,0.82504016
-116.53046,35.68011,0.7926205
-116.378265,35.70541,0.8179261
-116.509766,35.690117,0.7926205
-114.96863,35.868717,0.8035443
-116.37973,35.712887,0.796275
-116.42347,35.707798,0.7999163
-116.381195,35.720356,0.7926205
-116.41445,35.71647,0.7926205
-116.424904,35.715256,0.8035443
-116.43563,35.714012,0.796275
-116.44652,35.71274,0.7926205
-116.437,35.72147,0.796275
-116.44784,35.720196,0.796275
-116.721634,35.687702,0.796275
-118.50221,35.46198,0.8035443
-116.41156,35.716984,0.7926205
-116.422066,35.715813,0.7999163
-116.43269,35.71462,0.8035443
-116.4436,35.713394,0.796275
-116.72882,35.681175,0.7926205
-116.44496,35.720863,0.8035443
-116.7408,35.68732,0.7926205
-120.02503,35.261505,0.8035443
-120.033516,35.26027,0.8632879
-114.97953,35.883965,0.796275
-116.44623,35.72834,0.7926205
-117.06744,35.65675,0.8071592
-120.02647,35.268124,0.85300094
-120.03496,35.26689,0.93247783
-120.04344,35.26566,0.8802012
-116.43662,35.73704,0.8107611
-116.4475,35.73582,0.82857835
-116.46944,35.733337,0.7926205
-116.502266,35.729614,0.796275
-120.0279,35.27474,0.8835497
-120.03641,35.273506,0.93247783
-116.45981,35.74204,0.7999163
-116.47079,35.740795,0.796275
-116.49278,35.738293,0.796275
-116.50362,35.737072,0.7999163
-116.514435,35.73583,0.8107611
-117.070045,35.67125,0.796275
-119.850624,35.30712,0.82504016
-120.02937,35.28134,0.89352876
-120.03787,35.28012,0.82504016
-116.47215,35.748245,0.81434995
-116.48311,35.74701,0.7926205
-116.49401,35.745758,0.8035443
-116.5049,35.74452,0.796275
-116.51568,35.74329,0.8035443
-117.071365,35.6785,0.8035443
-117.08142,35.677303,0.796275
-119.85207,35.31375,0.81434995
-120.0223,35.289192,0.8071592
-120.03084,35.287956,0.81434995
-116.473656,35.755684,0.8035443
-116.48442,35.75446,0.8035443
-116.49513,35.75323,0.7999163
-116.506004,35.75199,0.8179261
-116.51687,35.750755,0.796275
-117.07278,35.68575,0.8035443
-116.49634,35.7607,0.796275
-119.9485,35.313534,0.8734701
-120.008064,35.304913,0.8071592
-120.01657,35.30368,0.81434995
-116.81429,35.73127,0.7999163
-119.94992,35.320164,0.90668106
-119.958435,35.31893,0.8356173
-120.00098,35.31277,0.9545167
-120.00948,35.311535,0.85644174
-120.018005,35.31029,0.8598707
-116.8155,35.738625,0.7999163
-119.94285,35.328022,0.8179261
-119.951355,35.32679,0.93247783
-120.002396,35.319397,0.8356173
-120.0109,35.31816,0.8768413
-120.01942,35.316925,0.9034091
-116.5003,35.78305,0.8107611
-116.51102,35.78182,0.8391183
-116.52181,35.78056,0.8035443
-119.94428,35.334644,0.842607
-119.95279,35.333416,0.916433
-120.01234,35.324776,0.8835497
-116.501686,35.7905,0.81434995
-116.51233,35.78927,0.8214895
-119.93722,35.342495,0.7926205
-119.94573,35.341263,0.8902135
-119.95422,35.34004,0.8632879
-120.00523,35.332634,0.8071592
-117.05965,35.731792,0.7926205
-119.91314,35.352806,0.796275
-119.938644,35.34912,0.8460837
-119.94717,35.34789,0.8802012
-116.5365,35.801647,0.8071592
-116.04937,35.865486,0.7926205
-116.53778,35.809093,0.8179261
-119.950005,35.361145,0.8107611
-119.9585,35.359913,0.8179261
-116.03915,35.874413,0.7999163
-119.951454,35.367767,0.796275
-116.534775,35.810547,0.8071592
-116.035034,35.873352,0.7926205
-116.04661,35.872097,0.796275
-119.96172,35.379063,0.7926205
-119.97022,35.377842,0.7999163
-119.97874,35.376614,0.8071592
-116.91613,35.78202,0.8214895
-119.95465,35.38691,0.8214895
-119.96316,35.38569,0.7926205
-119.97166,35.384468,0.7926205
-119.98017,35.383244,0.81434995
-120.005684,35.37956,0.85300094
-120.06519,35.370945,0.8107611
-119.956116,35.393543,0.7999163
-119.99863,35.387413,0.85300094
-120.00713,35.386177,0.8035443
-116.54029,35.8403,0.7926205
-116.82385,35.807705,0.7926205
-119.99156,35.395256,0.9034091
-120.00006,35.394035,0.8666935
-119.99298,35.401882,0.796275
-120.0015,35.400654,0.7926205
-116.120865,35.902744,0.796275
-116.132095,35.9015,0.796275
-116.13339,35.909096,0.8071592
-116.13472,35.91669,0.7999163
-116.546425,35.86998,0.8035443
-116.556984,35.868767,0.7926205
-117.3159,35.778824,0.7999163
-116.19223,35.91797,0.8035443
-116.57972,35.873722,0.7926205
-116.590385,35.872494,0.7999163
-116.60104,35.871254,0.8035443
-116.611694,35.870026,0.8035443
-117.133415,35.808296,0.8035443
-117.14328,35.807114,0.8035443
-115.67099,35.983418,0.7926205
-115.71836,35.97826,0.796275
-116.51741,35.88853,0.7926205
-116.58126,35.88113,0.81434995
-116.59185,35.87991,0.82504016
-116.602356,35.878685,0.81434995
-116.61298,35.877453,0.7999163
-116.6238,35.876194,0.8035443
-117.13464,35.815556,0.82857835
-117.27861,35.79807,0.796275
-116.519035,35.895943,0.796275
-116.57233,35.889763,0.796275
-116.60383,35.886086,0.7999163
-116.756645,35.868145,0.796275
-116.76727,35.866894,0.81434995
-116.77795,35.865635,0.7999163
-116.20749,35.939404,0.8107611
-116.61603,35.89225,0.7999163
-116.75754,35.875565,0.8214895
-116.768105,35.87432,0.8214895
-116.77883,35.873047,0.7999163
-116.19794,35.948208,0.7926205
-116.20889,35.946968,0.796275
-116.22002,35.945698,0.796275
-116.56439,35.905865,0.7999163
-116.670876,35.89337,0.8179261
-116.68197,35.892063,0.82857835
-116.71463,35.8882,0.8356173
-116.72576,35.88687,0.82857835
-116.73691,35.885548,0.796275
-116.747826,35.88426,0.7999163
-116.75851,35.882988,0.8107611
-116.76908,35.881725,0.8391183
-117.14859,35.83606,0.8179261
-117.15837,35.834877,0.8035443
-118.35998,35.682465,0.796275
-116.51238,35.919537,0.7926205
-116.55517,35.91453,0.7926205
-116.59828,35.909477,0.8035443
-116.619225,35.90702,0.7926205
-116.672104,35.90079,0.8179261
-116.683014,35.899487,0.8460837
-116.6941,35.89818,0.83210397
-116.704994,35.896877,0.8835497
-116.71581,35.895603,0.8802012
-116.72677,35.8943,0.83210397
-116.73779,35.89299,0.8035443
-116.759476,35.8904,0.796275
-116.77013,35.88914,0.83210397
-116.78094,35.887844,0.8356173
-116.79191,35.88654,0.7999163
-117.15971,35.842106,0.82504016
-118.35218,35.69057,0.8035443
-118.407776,35.68322,0.8214895
-116.65225,35.91069,0.81434995
-116.67337,35.90819,0.8179261
-116.684204,35.906906,0.842607
-116.70661,35.904243,0.85300094
-116.717186,35.90298,0.9034091
-116.727905,35.901707,0.85300094
-116.738846,35.9004,0.7999163
-116.76053,35.897808,0.7999163
-116.77129,35.896523,0.82504016
-116.78226,35.895214,0.82857835
-117.16113,35.84933,0.8214895
-117.17121,35.8481,0.7999163
-118.11004,35.72938,0.796275
-118.36281,35.696236,0.7926205
-116.594795,35.91076,0.7926205
-116.62645,35.907177,0.796275
-116.647545,35.904797,0.7999163
-116.668686,35.902397,0.81434995
-116.67952,35.901173,0.83210397
-116.69064,35.899906,0.83210397
-116.70165,35.89867,0.8700876
-116.71249,35.897434,0.9034091
-116.72334,35.89621,0.84954834
-116.73437,35.894966,0.8214895
-116.75618,35.892475,0.796275
-116.76688,35.891254,0.8107611
-116.77766,35.89002,0.8460837
-116.78861,35.888767,0.8179261
-117.15742,35.846027,0.842607
-118.1079,35.730186,0.8035443
-118.36107,35.69792,0.7926205
-116.62805,35.914574,0.796275
-116.64903,35.91219,0.7999163
-116.67001,35.9098,0.8107611
-116.68075,35.908592,0.83210397
-116.69187,35.907322,0.8107611
-116.70321,35.906036,0.8107611
-116.714,35.904808,0.8868872
-116.72455,35.903603,0.8802012
-116.73547,35.902355,0.8179261
-116.75723,35.899876,0.8107611
-116.76798,35.898655,0.82504016
-116.77897,35.897396,0.8214895
-117.158905,35.85325,0.7999163
-117.16882,35.85208,0.796275
-118.099915,35.738327,0.8107611
-118.109146,35.737156,0.796275
-116.17492,35.97268,0.7926205
-116.62984,35.921947,0.7926205
-116.66085,35.91841,0.7926205
-116.67138,35.91721,0.8214895
-116.682045,35.915993,0.8107611
-116.69299,35.91475,0.796275
-116.715225,35.912212,0.8356173
-116.72568,35.911015,0.8666935
-116.736565,35.90977,0.81434995
-116.74743,35.908524,0.8179261
-116.75826,35.90728,0.85300094
-116.7692,35.906025,0.83210397
-116.78021,35.904766,0.8107611
-117.16031,35.860474,0.7999163
-117.170135,35.859318,0.7999163
-117.1803,35.858112,0.8071592
-116.66234,35.925793,0.8071592
-116.67283,35.924606,0.8035443
-116.71612,35.91965,0.8460837
-116.72676,35.918427,0.8460837
-116.73763,35.917183,0.8107611
-116.74852,35.915936,0.8632879
-116.75937,35.91468,0.8734701
-116.770325,35.913425,0.82857835
-116.78127,35.912167,0.81434995
-117.19186,35.864132,0.796275
-116.663895,35.933193,0.8107611
-116.674286,35.931988,0.8035443
-116.71703,35.927086,0.89683306
-116.727875,35.92584,0.8666935
-116.73878,35.924583,0.8734701
-116.749664,35.923336,0.8802012
-116.7605,35.922085,0.85300094
-116.77144,35.92082,0.82857835
-116.78239,35.919556,0.8214895
-116.793365,35.91829,0.8071592
-117.18279,35.872593,0.7999163
-117.79486,35.798084,0.7926205
-116.19016,35.99419,0.7926205
-116.66552,35.94056,0.8071592
-116.67587,35.93937,0.81434995
-116.71822,35.934498,0.85644174
-116.729065,35.933235,0.89352876
-116.73997,35.931984,0.8598707
-116.75084,35.930737,0.85644174
-116.76167,35.929478,0.8356173
-116.772606,35.928207,0.82857835
-116.78355,35.926937,0.8071592
-116.79447,35.92568,0.796275
-116.805405,35.9244,0.8071592
-116.81635,35.923134,0.7999163
-116.82741,35.92186,0.8035443
-116.83845,35.920567,0.8035443
-116.68799,35.945526,0.7926205
-116.69844,35.944332,0.8071592
-116.7089,35.943115,0.81434995
-116.71949,35.941895,0.82504016
-116.73029,35.940647,0.91319287
-116.74116,35.93939,0.8734701
-116.752,35.938126,0.842607
-116.76285,35.936863,0.8391183
-116.77378,35.9356,0.8391183
-116.78469,35.934334,0.8071592
-116.79563,35.93306,0.8071592
-116.80659,35.93179,0.8107611
-116.81756,35.930508,0.8179261
-116.8286,35.92922,0.8107611
-117.60143,35.836525,0.81434995
-116.68951,35.952915,0.7999163
-116.710335,35.9505,0.7999163
-116.73153,35.948044,0.82504016
-116.74233,35.94678,0.8902135
-116.753174,35.945526,0.8391183
-116.76404,35.944263,0.83210397
-116.774925,35.942993,0.82857835
-116.785866,35.941708,0.8179261
-116.79682,35.940434,0.8214895
-116.80781,35.93916,0.8214895
-116.81877,35.93788,0.8071592
-117.18685,35.894283,0.8179261
-116.680725,35.96149,0.8107611
-116.690994,35.960293,0.7926205
-116.732796,35.955433,0.83210397
-116.743576,35.95418,0.8768413
-116.754395,35.95292,0.8666935
-116.765236,35.95165,0.842607
-116.77614,35.950375,0.83210397
-116.787094,35.949097,0.842607
-116.798035,35.94782,0.8391183
-116.80906,35.946526,0.81434995
-117.188354,35.901493,0.796275
-117.19838,35.900295,0.8035443
-116.73407,35.96283,0.8356173
-116.74484,35.96157,0.8391183
-116.75565,35.960297,0.8460837
-116.76651,35.959038,0.8214895
-116.77743,35.957764,0.8035443
-116.78837,35.95647,0.8107611
-116.79931,35.955185,0.8035443
-116.72469,35.971474,0.8035443
-116.73535,35.97023,0.81434995
-116.756905,35.967693,0.8214895
-116.76778,35.966427,0.8179261
-116.778725,35.965134,0.8035443
-116.789665,35.963856,0.8035443
-116.80062,35.962555,0.796275
-116.72602,35.978867,0.8071592
-116.73662,35.977623,0.7999163
-116.76905,35.973812,0.8071592
-116.77999,35.97251,0.796275
-116.759445,35.982468,0.796275
-116.770294,35.98119,0.8214895
-116.77152,35.98858,0.82504016
-116.783585,35.994686,0.8391183
-116.79439,35.993393,0.82504016
-116.80527,35.992104,0.7926205
-118.43577,35.787113,0.85300094
-116.78479,36.00208,0.8460837
-116.79556,36.000786,0.842607
-116.780975,35.997093,0.8391183
-116.791794,35.99586,0.842607
-116.80264,35.994633,0.81434995
-116.78222,36.004494,0.7999163
-116.793,36.00325,0.85300094
-115.86431,36.113472,0.7926205
-116.8388,36.013023,0.796275
-116.849754,36.011765,0.796275
-116.81832,36.022903,0.82857835
-116.8291,36.021664,0.8460837
-116.83996,36.020412,0.8035443
-117.7942,35.905983,0.7999163
-116.830315,36.029037,0.8356173
-116.73995,36.07723,0.8107611
-115.89905,36.180393,0.7926205
-115.9108,36.179104,0.7926205
-116.746414,36.114227,0.8035443
-116.75709,36.11296,0.796275
-117.22379,36.05664,0.7999163
-117.22099,36.0533,0.7926205
-116.74419,36.11585,0.796275
-116.75476,36.11464,0.7999163
-117.222275,36.060543,0.8035443
-117.22355,36.067783,0.8035443
-117.52638,36.03163,1.440583
-117.547226,36.029118,2.0486898
-117.55719,36.027912,2.013678
-117.2146,36.076237,0.83210397
-117.224846,36.075024,0.8107611
-117.51738,36.04002,2.0244176
-117.527885,36.038746,2.4979668
-117.53841,36.03748,2.8484755
-117.54862,36.03624,3.3960774
-117.55839,36.035053,2.706213
-117.5971,36.030342,1.0635655
-117.607,36.02913,1.2136658
-117.53991,36.044582,1.5748004
-117.54977,36.043385,2.065234
-117.559425,36.0422,0.92288184
-117.56907,36.04102,2.0233488
-117.57878,36.03984,2.4348083
-117.60869,36.036194,0.92288184
-117.63797,36.032604,1.3711978
-117.64769,36.03142,1.0663539
-117.22746,36.0895,0.8179261
-117.62037,36.042038,2.0825174
-117.629845,36.040874,2.303212
-117.63942,36.0397,2.1201034
-117.22879,36.09674,0.82504016
-117.631256,36.047966,1.6349192
-117.230064,36.10398,0.796275
-116.86584,36.184628,0.8179261
-116.87664,36.183342,0.8179261
-116.88751,36.18205,0.7999163
-116.89855,36.18074,0.7926205
-116.86716,36.191986,0.7999163
-116.877975,36.190704,0.83210397
-116.88889,36.189407,0.796275
-117.66047,36.095173,0.8902135
-116.87933,36.19806,0.8391183
-116.89031,36.19675,0.8071592
-116.90134,36.19543,0.796275
-116.91238,36.194103,0.82504016
-116.923485,36.192783,0.8071592
-116.9347,36.19143,0.7999163
-116.51459,36.24853,0.7999163
-116.86974,36.206722,0.7926205
-116.88067,36.205414,0.8214895
-116.89169,36.20409,0.8107611
-116.92494,36.200104,0.8214895
-116.93607,36.198765,0.8214895
-116.52132,36.240643,0.796275
-116.876656,36.200626,0.8460837
-116.887634,36.199375,0.82504016
-116.90971,36.196857,0.8107611
-116.92086,36.19559,0.82857835
-116.93203,36.194317,0.8179261
-116.52247,36.248142,0.7926205
-116.87797,36.20799,0.8214895
-116.889015,36.20673,0.7999163
-116.90011,36.20546,0.7926205
-116.92233,36.20292,0.7926205
-116.933495,36.201633,0.8107611
-116.94474,36.200344,0.7926205
-116.86835,36.216614,0.8035443
-116.87925,36.21536,0.8107611
-116.91255,36.21154,0.796275
-116.869644,36.22398,0.8179261
-116.88051,36.222725,0.796275
-116.89154,36.221466,0.8107611
-116.90275,36.22017,0.8391183
-116.913895,36.218887,0.8179261
-116.92505,36.217606,0.8356173
-116.87093,36.23135,0.8035443
-116.881775,36.230095,0.8107611
-116.89284,36.22882,0.8179261
-116.904015,36.227528,0.842607
-116.915146,36.22624,0.85300094
-116.92627,36.22495,0.8356173
-116.872215,36.23872,0.7999163
-116.88306,36.237465,0.8071592
-116.89411,36.236187,0.8391183
-116.90529,36.234886,0.81434995
-116.916374,36.23361,0.8214895
-116.884346,36.244827,0.8071592
-116.89539,36.243553,0.8179261
-116.90652,36.24226,0.796275
-116.91761,36.240967,0.7926205
-116.91892,36.248318,0.82504016
-116.93011,36.24701,0.82857835
-116.76909,36.273266,0.7926205
-116.77923,36.27211,0.82857835
-116.78979,36.27088,0.8071592
-116.88691,36.25958,0.7999163
-116.897934,36.25828,0.7999163
-116.90908,36.25698,0.8035443
-116.92026,36.255665,0.8107611
-116.77066,36.280655,0.81434995
-116.780815,36.27947,0.8391183
-116.79129,36.278244,0.81434995
-116.79274,36.28563,0.7926205
-116.8032,36.284412,0.7999163
-116.88948,36.274303,0.8035443
-116.80454,36.291805,0.7926205
-116.89076,36.281677,0.7926205
-116.89206,36.28904,0.8071592
-116.90301,36.287746,0.8071592
-116.91402,36.286438,0.8107611
-116.92505,36.285126,0.7926205
-116.936104,36.28382,0.796275
-116.94725,36.282486,0.796275
-116.80733,36.306576,0.8071592
-116.81794,36.305325,0.8071592
-116.915436,36.293774,0.796275
-116.9265,36.29246,0.8356173
-116.9375,36.29116,0.8214895
-116.78785,36.316414,0.8107611
-116.7982,36.315197,0.82504016
-116.80872,36.313957,0.82857835
-116.81929,36.31271,0.8214895
-116.894714,36.303764,0.796275
-116.939026,36.298473,0.8107611
-116.7893,36.323795,0.8214895
-116.79965,36.322567,0.842607
-116.81014,36.321342,0.84954834
-116.82065,36.32009,0.8356173
-116.831276,36.318836,0.82857835
-116.89605,36.31112,0.7999163
-116.92933,36.307144,0.796275
-116.78453,36.318096,0.796275
-116.794815,36.316936,0.82857835
-116.805336,36.315735,0.8391183
-116.815895,36.31454,0.82857835
-116.82649,36.31334,0.8179261
-116.8913,36.305977,0.8035443
-116.90232,36.30472,0.796275
-116.91343,36.303455,0.7999163
-116.92459,36.302185,0.7999163
-116.93565,36.30093,0.7999163
-116.78602,36.32548,0.8035443
-116.79625,36.324326,0.8356173
-116.80681,36.323116,0.8460837
-116.81723,36.321934,0.8460837
-116.82783,36.320724,0.8356173
-116.838585,36.319504,0.8179261
-116.89264,36.313335,0.81434995
-116.92591,36.309544,0.7999163
-116.9371,36.308258,0.7999163
-116.94818,36.306988,0.796275
-116.79782,36.331688,0.8356173
-116.808365,36.330494,0.82504016
-116.8187,36.32931,0.842607
-116.82921,36.328117,0.8356173
-116.839905,36.326897,0.796275
-116.89394,36.320713,0.81434995
-116.82014,36.336693,0.81434995
-116.830574,36.335495,0.796275
-116.84122,36.33428,0.8214895
-116.89523,36.32807,0.82857835
-116.8216,36.344067,0.7926205
-116.83187,36.34289,0.81434995
-116.84249,36.34167,0.83210397
-116.864044,36.339188,0.796275
-116.88563,36.3367,0.8071592
-116.8965,36.33545,0.842607
-116.90747,36.334187,0.8071592
-116.94072,36.33035,0.7926205
-116.833176,36.350285,0.82857835
-116.84381,36.349056,0.85644174
-116.854576,36.347816,0.85300094
-116.86534,36.346577,0.8035443
-116.89774,36.342827,0.85300094
-118.43638,36.154552,1.6674986
-118.446396,36.153263,2.5504525
-116.74012,36.368523,0.8107611
-116.834564,36.357655,0.8071592
-116.84521,36.356426,0.85300094
-116.85592,36.355194,0.8734701
-116.86665,36.35396,0.82504016
-116.87743,36.352707,0.796275
-116.899,36.350197,0.82504016
-116.90986,36.348946,0.81434995
-118.437965,36.161423,2.535827
-118.44802,36.160133,4.195053
-116.74104,36.375984,0.83210397
-116.75196,36.374733,0.8107611
-116.7949,36.36978,0.796275
-116.80484,36.368637,0.8391183
-116.83598,36.365036,0.81434995
-116.84659,36.363815,0.8598707
-116.85724,36.36257,0.8632879
-116.86795,36.361332,0.7926205
-116.91108,36.35632,0.83210397
-118.43955,36.168297,3.1977005
-118.44956,36.166996,2.343609
-116.752914,36.382195,0.7926205
-116.80648,36.376003,0.8214895
-116.81656,36.374832,0.8107611
-116.82701,36.37362,0.8035443
-116.837364,36.37243,0.85300094
-116.847885,36.371193,0.82857835
-116.85851,36.369957,0.8460837
-116.83876,36.379807,0.8071592
-116.849144,36.378593,0.82504016
-116.85977,36.377354,0.82504016
-116.85037,36.38599,0.8071592
-116.86102,36.38475,0.7926205
-116.73673,36.414356,0.7926205
-116.74729,36.41312,0.8035443
-116.75787,36.411884,0.8107611
-116.7685,36.410652,0.8214895
-116.779175,36.409405,0.8214895
-116.8744,36.398247,0.796275
-116.939125,36.390606,0.8071592
-116.84358,36.40942,0.7999163
-116.87571,36.405624,0.8356173
-116.94038,36.39796,0.82857835
-116.77114,36.425472,0.796275
-116.78173,36.424236,0.8071592
-116.80287,36.42175,0.7926205
-116.87701,36.413017,0.81434995
-116.930916,36.406616,0.8391183
-116.94172,36.405323,0.84954834
-116.95252,36.404034,0.8035443
-116.762085,36.434113,0.8071592
-116.77254,36.432884,0.7926205
-116.78305,36.431644,0.7999163
-116.8041,36.429165,0.7926205
-116.92143,36.415264,0.8071592
-116.932304,36.413963,0.7926205
-116.76831,36.427444,0.8071592
-116.77887,36.42625,0.8035443
-116.885025,36.414227,0.796275
-116.92824,36.40931,0.8391183
-116.93908,36.408073,0.82504016
-116.94997,36.406826,0.82857835
-116.76974,36.434845,0.7926205
-116.78023,36.433655,0.7999163
-116.79077,36.432465,0.7999163
-116.80129,36.43127,0.7999163
-116.89714,36.420376,0.7999163
-116.918755,36.417908,0.8035443
-116.77114,36.442257,0.8071592
-116.78162,36.44106,0.7999163
-116.79214,36.439873,0.796275
-116.80266,36.438675,0.8214895
-116.81322,36.437473,0.7999163
-116.92007,36.425278,0.8179261
-116.79356,36.44727,0.8035443
-116.80405,36.44607,0.8071592
-116.82516,36.443665,0.81434995
-116.921364,36.43265,0.8071592
-116.78455,36.455856,0.7926205
-116.79499,36.454666,0.8107611
-116.805466,36.45347,0.83210397
-116.81599,36.45226,0.82857835
-116.82652,36.451065,0.8666935
-116.837105,36.44985,0.7926205
-116.92269,36.440014,0.8179261
-116.9336,36.43875,0.8107611
-116.9446,36.437485,0.7999163
-116.95563,36.436214,0.7999163
-117.47124,36.375484,0.8071592
-116.80696,36.460854,0.7926205
-116.82783,36.45846,0.8071592
-116.92397,36.447384,0.8107611
-116.945885,36.44485,0.796275
-116.95688,36.44358,0.8071592
-117.46227,36.383907,0.7999163
-117.47252,36.382668,0.8356173
-116.56764,36.495663,0.796275
-116.82913,36.465862,0.82504016
-116.925285,36.45475,0.7999163
-116.936226,36.453484,0.796275
-117.43278,36.3948,0.7926205
-117.463554,36.391094,0.83210397
-117.47379,36.389862,0.8598707
-117.48403,36.388622,0.85644174
-117.49447,36.38736,0.7999163
-116.56894,36.503162,0.8107611
-116.8305,36.47326,0.8179261
-116.92657,36.462124,0.81434995
-117.45462,36.39952,0.82857835
-117.46487,36.398285,0.8666935
-117.47511,36.39704,0.8835497
-117.485374,36.39581,0.8598707
-116.57024,36.51065,0.8107611
-116.82162,36.48184,0.7926205
-116.83194,36.480633,0.8356173
-116.8422,36.479454,0.82504016
-116.85265,36.478245,0.82504016
-116.863174,36.477024,0.81434995
-116.92785,36.469494,0.8071592
-117.43542,36.409206,0.7926205
-117.445694,36.40796,0.8107611
-117.45599,36.4067,0.8391183
-117.46625,36.405457,0.8734701
-117.47648,36.404224,0.8902135
-117.48677,36.402977,0.8734701
-116.57155,36.518127,0.8035443
-116.83328,36.488033,0.8214895
-116.84357,36.486847,0.82504016
-116.85398,36.48563,0.81434995
-116.864525,36.484413,0.8179261
-116.87515,36.483173,0.8035443
-117.45738,36.413887,0.8214895
-117.46766,36.412647,0.8598707
-117.47789,36.411396,0.8768413
-117.48821,36.410145,0.84954834
-116.834526,36.495445,0.82504016
-116.844894,36.494236,0.8356173
-116.8553,36.493034,0.8214895
-116.86584,36.49181,0.83210397
-116.876465,36.490562,0.8071592
-117.4588,36.42107,0.81434995
-117.46909,36.419815,0.8391183
-117.47936,36.418568,0.8356173
-117.489815,36.41729,0.7999163
-116.84622,36.50164,0.8035443
-116.86715,36.499195,0.8179261
-116.87778,36.497948,0.8035443
-117.470566,36.426983,0.8035443
-117.480865,36.42573,0.7926205
-116.84754,36.509033,0.7926205
-116.868484,36.506584,0.7999163
-116.87906,36.505344,0.8035443
-116.859344,36.5152,0.8035443
-116.869835,36.513966,0.81434995
-116.86062,36.5226,0.796275
-116.871124,36.52136,0.82504016
-116.88167,36.520115,0.7926205
-117.444176,36.45228,0.8035443
-117.45449,36.451004,0.7999163
-116.84082,36.53248,0.7926205
-116.85131,36.53125,0.8107611
-116.872406,36.528755,0.8214895
-116.86866,36.523174,0.82504016
-116.87918,36.521973,0.8071592
-117.45318,36.455524,0.796275
-116.542564,36.567265,0.7926205
-116.8488,36.532978,0.81434995
-116.869934,36.530563,0.7999163
-116.88046,36.529366,0.8035443
-116.54386,36.57478,0.7999163
-116.56631,36.572285,0.7926205
-116.85007,36.540375,0.7926205
-116.86066,36.539177,0.8035443
-117.83115,36.424614,0.8071592
-116.56763,36.579777,0.7999163
-116.84085,36.548977,0.8071592
-116.85137,36.547787,0.8107611
-116.86197,36.54657,0.796275
-116.87251,36.545364,0.796275
-116.99099,36.53177,0.7999163
-117.001785,36.53052,0.7999163
-116.52399,36.592293,0.796275
-116.53524,36.59104,0.7926205
-116.591354,36.584763,0.8035443
-116.84211,36.55638,0.7999163
-116.85262,36.55519,0.7999163
-116.873825,36.552753,0.7926205
-116.88444,36.551537,0.8214895
-116.89511,36.550316,0.7926205
-116.91673,36.54783,0.8035443
-116.92757,36.546585,0.8035443
-116.98152,36.54036,0.8214895
-116.9923,36.539124,0.7926205
-118.54184,36.34947,1.0149336
-116.58145,36.593506,0.7926205
-116.875206,36.560146,0.8071592
-116.885925,36.55891,0.85644174
-116.89649,36.557686,0.85300094
-116.92886,36.553963,0.7999163
-116.982834,36.547726,0.82857835
-116.99363,36.54648,0.81434995
-116.537834,36.606064,0.796275
-116.54908,36.604797,0.796275
-116.5603,36.603542,0.796275
-116.57153,36.60228,0.7999163
-116.83413,36.57241,0.7926205
-116.855194,36.569996,0.8071592
-116.865875,36.568764,0.8071592
-116.8766,36.567524,0.8356173
-116.88732,36.566288,0.8107611
-116.897896,36.56507,0.8214895
-116.90858,36.56384,0.8179261
-116.91936,36.56259,0.7926205
-116.93016,36.56135,0.81434995
-116.940994,36.560085,0.83210397
-116.9518,36.558838,0.842607
-116.984146,36.555084,0.8214895
-116.99495,36.55383,0.796275
-116.561615,36.61104,0.8071592
-116.835464,36.57982,0.7999163
-116.845985,36.578606,0.8107611
-116.85663,36.577377,0.7926205
-116.867325,36.57614,0.8071592
-116.87799,36.574913,0.7999163
-116.888664,36.573677,0.796275
-116.8993,36.57245,0.81434995
-116.90997,36.571217,0.8802012
-116.92068,36.56997,0.8632879
-116.93149,36.568718,0.8179261
-116.94229,36.56747,0.842607
-116.953094,36.56621,0.8598707
-116.96391,36.564957,0.82504016
-116.46147,36.62998,0.8035443
-116.4728,36.628708,0.7999163
-116.836845,36.587215,0.7999163
-116.847435,36.586,0.8071592
-116.85813,36.584755,0.7926205
-116.87947,36.582283,0.8179261
-116.90078,36.579823,0.8214895
-116.91146,36.57858,0.8598707
-116.92207,36.577347,0.8356173
-116.93282,36.5761,0.8391183
-116.94362,36.57484,0.8734701
-116.95441,36.57358,0.85300094
-116.96524,36.572323,0.84954834
-116.97604,36.57105,0.82857835
-116.997765,36.56852,0.8214895
-116.89157,36.588417,0.7926205
-116.9022,36.587193,0.842607
-116.91284,36.585953,0.796275
