longitude,latitude,M13_log
-116.494255,34.957645,0.8035443
-116.50486,34.956432,0.8179261
-116.81908,34.920006,0.7926205
-118.62648,34.693203,0.9356562
-118.63492,34.69206,1.3854654
-118.64361,34.6909,1.2787849
-115.912575,35.030464,0.796275
-116.506004,34.963833,0.81434995
-116.611725,34.951633,0.7926205
-118.619415,34.701115,0.8107611
-118.63661,34.698803,1.3185135
-118.64544,34.69762,1.0829227
-116.507126,34.971233,0.8071592
-116.862625,34.929703,0.8035443
-116.87282,34.928486,0.8107611
-116.954926,34.918743,0.7926205
-116.96502,34.917534,0.7926205
-116.97514,34.91632,0.8107611
-116.98524,34.915115,0.7926205
-117.72978,34.823734,0.7926205
-117.739235,34.822536,0.8035443
-117.7957,34.8154,0.7926205
-118.63832,34.705536,1.2467554
-118.64723,34.70435,1.1258094
-116.87418,34.935738,0.7999163
-116.9664,34.92475,0.7926205
-117.74049,34.82954,0.8035443
-118.64883,34.711098,2.0935435
-118.657585,34.709915,1.7799875
-116.12853,35.029556,0.8107611
-116.91642,34.93811,0.7926205
-116.9472,34.93443,0.8071592
-116.95748,34.9332,0.82504016
-117.00815,34.927116,0.8179261
-117.01815,34.92591,0.7926205
-117.03839,34.923473,0.7999163
-117.71345,34.840122,0.7926205
-117.74175,34.836536,0.7926205
-118.65902,34.71668,1.2922039
-116.89735,34.94779,0.796275
-116.90757,34.946568,0.8071592
-116.91777,34.945343,0.7999163
-116.94851,34.941658,0.7999163
-117.00967,34.934303,0.8035443
-117.019585,34.93311,0.8107611
-117.02966,34.931885,0.8071592
-117.03976,34.930668,0.8035443
-116.898834,34.955017,0.7999163
-116.90896,34.953804,0.8071592
-116.91912,34.95258,0.8179261
-116.94982,34.94888,0.82504016
-116.97049,34.9464,0.7999163
-116.99116,34.943905,0.7926205
-117.01121,34.941483,0.7926205
-117.02107,34.940277,0.8179261
-117.03107,34.939075,0.8214895
-117.04112,34.93786,0.842607
-117.05119,34.93664,0.83210397
-116.92053,34.95981,0.8107611
-116.93075,34.958572,0.83210397
-116.95117,34.956112,0.7999163
-116.96144,34.954865,0.8179261
-116.971756,34.95362,0.8214895
-117.0325,34.946266,0.842607
-117.042534,34.945045,0.8391183
-117.05256,34.943832,0.83210397
-116.76711,34.985634,0.7926205
-116.91179,34.968254,0.8071592
-116.942375,34.964565,0.8071592
-116.97305,34.96085,0.7926205
-117.034004,34.953434,0.7926205
-117.04397,34.952232,0.8391183
-117.053925,34.95101,0.83210397
-117.06388,34.949802,0.7999163
-117.133934,34.94124,0.84954834
-105.8429,35.808186,2.4495802
-105.856094,35.8078,1.7908404
-116.75777,34.994205,0.81434995
-116.92337,34.97425,0.8035443
-116.984665,34.966816,0.7926205
-117.04547,34.95941,0.8107611
-117.05534,34.958202,0.83210397
-117.06522,34.956993,0.8071592
-105.84403,35.821545,2.2753444
-105.855316,35.82121,1.9339172
-116.706924,35.00774,0.7926205
-116.71733,35.006508,0.7999163
-116.74854,35.00276,0.7999163
-116.75901,35.001507,0.82504016
-116.98596,34.974033,0.7926205
-117.05678,34.965374,0.8071592
-117.066574,34.964176,0.8179261
-116.74979,35.010067,0.796275
-116.760254,35.008816,0.8179261
-117.007645,34.97876,0.8071592
-115.94869,35.111588,0.7926205
-116.604935,35.034916,0.8071592
-116.61541,35.03366,0.8071592
-116.62585,35.032413,0.796275
-116.74066,35.018635,0.7926205
-116.7615,35.016113,0.8107611
-116.150894,35.096012,0.7999163
-116.16211,35.094707,0.7999163
-116.595825,35.043507,0.796275
-116.606285,35.042263,0.7999163
-116.63761,35.038498,0.8035443
-116.91882,35.004402,0.7926205
-116.9696,34.998184,0.7999163
-116.97975,34.996937,0.796275
-117.0204,34.99193,0.796275
-117.07053,34.985752,0.7926205
-115.94002,35.12807,0.7999163
-115.95115,35.126797,0.7926205
-115.99594,35.121643,0.81434995
-116.11882,35.10741,0.796275
-116.12992,35.106117,0.796275
-116.14105,35.104824,0.8071592
-116.15219,35.103523,0.7926205
-116.17459,35.100906,0.7999163
-116.607666,35.049595,0.8071592
-116.61812,35.048336,0.7999163
-116.62851,35.047092,0.8107611
-116.63889,35.045845,0.8107611
-116.64929,35.044594,0.7999163
-116.79566,35.026863,0.7926205
-116.98114,35.004147,0.8071592
-117.02174,34.999134,0.796275
-115.93022,35.13694,0.81434995
-115.963554,35.133114,0.7999163
-115.97485,35.131805,0.796275
-115.997444,35.12918,0.7999163
-116.13122,35.11365,0.8071592
-116.142395,35.11234,0.81434995
-116.60903,35.05694,0.796275
-116.6195,35.055676,0.796275
-116.640205,35.053173,0.8035443
-116.65057,35.05193,0.8071592
-116.660995,35.050667,0.7999163
-116.786224,35.035458,0.8214895
-116.79677,35.034172,0.7999163
-118.04619,34.87558,0.796275
-118.055405,34.87436,0.7926205
-115.93665,35.126816,0.8035443
-115.94779,35.12559,0.796275
-115.9591,35.12436,0.7999163
-115.99266,35.12068,0.8107611
-116.11569,35.10713,0.796275
-116.13797,35.104656,0.8071592
-116.1491,35.10342,0.7926205
-116.1603,35.10217,0.7926205
-116.17155,35.100933,0.796275
-116.605576,35.05182,0.7999163
-116.61603,35.050613,0.7999163
-116.626465,35.049404,0.8071592
-116.636856,35.048206,0.8107611
-116.64724,35.047005,0.8107611
-116.65769,35.0458,0.796275
-116.78315,35.03123,0.7926205
-116.79376,35.03,0.8179261
-116.98994,35.006924,0.796275
-117.02042,35.003307,0.796275
-118.04515,34.876812,0.7999163
-118.05437,34.875626,0.7999163
-115.92685,35.135635,0.8107611
-115.93791,35.13442,0.7926205
-115.97152,35.130722,0.7926205
-115.98288,35.129486,0.81434995
-115.99416,35.128235,0.7999163
-116.00505,35.12705,0.796275
-116.12812,35.11342,0.8071592
-116.139305,35.112175,0.81434995
-116.150444,35.110935,0.7999163
-116.585976,35.06158,0.796275
-116.59648,35.06037,0.796275
-116.61746,35.05795,0.796275
-116.63822,35.055546,0.796275
-116.64857,35.054344,0.8107611
-116.65899,35.053135,0.8107611
-116.78434,35.03854,0.8214895
-116.80546,35.036064,0.796275
-105.83988,35.81723,2.69152
-105.85177,35.816936,2.850348
-115.917206,35.14444,0.8035443
-115.92816,35.143238,0.8035443
-115.96136,35.13958,0.8179261
-115.972595,35.13834,0.8391183
-116.00645,35.13461,0.8071592
-116.660355,35.060467,0.7926205
-116.67072,35.059265,0.8071592
-116.78552,35.04584,0.796275
-116.806564,35.043373,0.796275
-116.95206,35.02619,0.7926205
-116.99279,35.021343,0.8035443
-117.09321,35.009323,0.8035443
-115.95148,35.14842,0.8356173
-115.96259,35.147182,0.84954834
-115.97377,35.145947,0.8107611
-115.985176,35.14469,0.7926205
-116.68244,35.065372,0.7926205
-116.69288,35.064156,0.7926205
-116.943306,35.03462,0.7926205
-116.953545,35.033405,0.796275
-116.994286,35.02854,0.8035443
-115.796394,35.173244,0.7926205
-115.80758,35.17202,0.8179261
-115.818886,35.17078,0.796275
-115.952736,35.156013,0.82504016
-115.96388,35.154778,0.82504016
-115.97508,35.153534,0.8071592
-115.98633,35.152283,0.7926205
-115.99757,35.15104,0.7926205
-116.00878,35.149784,0.8035443
-116.01996,35.148544,0.7926205
-116.199455,35.128418,0.7926205
-116.21026,35.127193,0.7926205
-116.59032,35.083607,0.7999163
-116.6631,35.075115,0.796275
-116.673386,35.07392,0.7999163
-116.81936,35.056732,0.7999163
-116.95513,35.040604,0.8071592
-115.79776,35.180893,0.796275
-115.808876,35.179672,0.83210397
-115.8202,35.17842,0.8071592
-115.94289,35.164856,0.8071592
-115.954,35.163624,0.796275
-115.965164,35.16238,0.8035443
-116.16702,35.139732,0.796275
-115.94417,35.17245,0.8179261
-115.955315,35.171204,0.8107611
-116.1794,35.14599,0.8214895
-116.190605,35.14472,0.82857835
-116.20182,35.143444,0.796275
-116.180695,35.153503,0.7926205
-115.80157,35.203857,0.84954834
-115.812744,35.202625,0.82504016
-115.980286,35.18389,0.7926205
-116.89758,35.077103,0.7999163
-118.64677,34.853863,0.7926205
-118.65565,34.852665,0.8179261
-115.734726,35.219086,0.8107611
-115.791595,35.21277,0.7926205
-115.97037,35.19274,0.8035443
-115.98157,35.191483,0.7926205
-116.172134,35.1698,0.81434995
-118.648186,34.860645,0.8071592
-118.65707,34.85944,0.82504016
-115.73597,35.22677,0.7999163
-115.74725,35.225517,0.82504016
-115.97164,35.20034,0.7926205
-115.98283,35.199078,0.7926205
-116.01638,35.19527,0.8035443
-116.02755,35.193993,0.796275
-116.18456,35.176037,0.7999163
-116.87921,35.094154,0.796275
-117.13351,35.06317,0.7926205
-115.96172,35.20921,0.7999163
-115.97289,35.207935,0.7926205
-115.984085,35.20667,0.7926205
-116.10718,35.1926,0.7926205
-116.11845,35.191307,0.7926205
-116.12976,35.190018,0.796275
-116.880615,35.101406,0.8107611
-115.92941,35.22062,0.7926205
-115.96295,35.216812,0.796275
-115.97415,35.215534,0.8035443
-116.04123,35.207882,0.7926205
-116.131096,35.19754,0.8035443
-116.15487,35.20247,0.8107611
-116.166084,35.201176,0.7926205
-116.122574,35.2139,0.7999163
-116.15634,35.209972,0.8035443
-116.16753,35.208664,0.7926205
-116.79231,35.14186,0.796275
-116.16414,35.208977,0.8071592
-117.17874,35.099266,0.796275
-117.24804,35.090908,0.7926205
-116.12181,35.229015,0.8035443
-117.17019,35.10762,0.8035443
-117.18027,35.10642,0.8035443
-116.95995,35.14016,0.8035443
-117.23104,35.107594,0.8071592
-116.10132,35.24668,0.796275
-116.112915,35.24539,0.7999163
-116.95107,35.148605,0.796275
-116.96125,35.14739,0.7999163
-116.97139,35.14618,0.7926205
-117.75838,35.04959,0.7999163
-117.824844,35.041187,0.796275
-116.96258,35.154625,0.8071592
-117.75971,35.0566,0.7999163
-116.97395,35.16067,0.8179261
-117.05514,35.150894,0.8179261
-116.97524,35.167896,0.7926205
-116.98527,35.16669,0.7999163
-116.25327,35.260166,0.8071592
-116.26409,35.258923,0.8035443
-116.27494,35.257683,0.796275
-116.29673,35.255184,0.796275
-116.30762,35.25393,0.7926205
-116.94632,35.17877,0.7999163
-116.95648,35.17755,0.7999163
-116.97651,35.17514,0.7926205
-116.986496,35.17394,0.8107611
-117.006836,35.17147,0.7926205
-116.2761,35.265182,0.8179261
-116.28699,35.263924,0.8035443
-116.30881,35.261425,0.8107611
-117.01823,35.177486,0.7926205
-117.35772,35.135838,0.7926205
-116.27726,35.272686,0.82504016
-116.288284,35.271408,0.7926205
-116.310074,35.268894,0.8107611
-116.99024,35.195656,0.8035443
-116.991486,35.202892,0.7926205
-116.983864,35.218613,0.8071592
-116.99391,35.217392,0.8071592
-116.99229,35.22123,0.7999163
-117.00244,35.220024,0.8035443
-116.16911,35.330585,0.7926205
-116.258644,35.32058,0.7926205
-116.19232,35.335655,0.796275
-116.20352,35.334404,0.7926205
-116.214836,35.333145,0.8035443
-116.20474,35.341938,0.7999163
-116.205986,35.34947,0.81434995
-116.217224,35.348194,0.8179261
-116.228485,35.346924,0.7926205
-116.21847,35.355724,0.796275
-117.005005,35.293633,0.7999163
-117.017845,35.306866,0.796275
-117.04935,35.322132,0.796275
-117.05951,35.320923,0.796275
-117.07234,35.334156,0.7999163
-117.082504,35.332954,0.7926205
-117.083824,35.34017,0.81434995
-117.08518,35.347378,0.8107611
-117.095345,35.34616,0.8071592
-117.602196,35.28433,0.81434995
-117.61195,35.283123,0.7926205
-117.08655,35.354588,0.796275
-117.603546,35.291393,0.8035443
-117.67161,35.2829,0.81434995
-117.08797,35.36179,0.7926205
-117.57551,35.302105,0.8035443
-117.58531,35.30089,0.7926205
-117.643875,35.29358,0.8214895
-117.65359,35.292362,0.8071592
-117.6633,35.291145,0.8035443
-117.67301,35.289925,0.8214895
-117.682724,35.28871,0.8035443
-117.635544,35.301838,0.7926205
-117.64527,35.300617,0.8107611
-117.65498,35.2994,0.8071592
-117.664696,35.298176,0.82504016
-117.67442,35.29695,0.7999163
-117.68414,35.295742,0.8214895
-117.646675,35.30766,0.8107611
-117.6564,35.306435,0.83210397
-117.666115,35.305218,0.81434995
-117.67586,35.30398,0.7999163
-117.68558,35.302757,0.7999163
-117.63836,35.315918,0.796275
-117.65785,35.313465,0.7926205
-117.778564,35.33413,0.8071592
-117.759575,35.350563,0.796275
-117.75124,35.358803,0.81434995
-117.760765,35.35761,0.8179261
-117.817894,35.35046,0.7926205
-117.75245,35.36584,0.7999163
-117.76199,35.364647,0.8071592
-117.771545,35.363457,0.796275
-117.7251,35.37645,0.7926205
-117.75371,35.372875,0.8035443
-117.76325,35.371677,0.8107611
-117.77281,35.37048,0.8214895
-117.78233,35.369286,0.796275
-117.81095,35.365685,0.7999163
-117.82049,35.364494,0.796275
-117.754974,35.37991,0.796275
-117.764534,35.378708,0.796275
-117.774086,35.377506,0.7999163
-117.783646,35.3763,0.796275
-117.71806,35.391743,0.8107611
-117.7276,35.390545,0.8035443
-117.73716,35.38934,0.8035443
-117.74673,35.388138,0.7926205
-117.75627,35.386948,0.8035443
-117.78494,35.38332,0.796275
-117.68488,35.42475,0.7926205
-117.71364,35.421124,0.7999163
-117.72323,35.419914,0.7926205
-117.74245,35.41748,0.7926205
-117.73586,35.432716,0.7999163
-116.04337,35.65181,0.796275
-116.054474,35.65054,0.796275
-116.04488,35.659378,0.8214895
-116.05587,35.65813,0.8632879
-116.06698,35.656864,0.82504016
-116.05067,35.649864,0.7926205
